JobID,Title,Company,CompanyCategory,Industry,Location,ExperienceLevel,ExperienceYearsMin,ExperienceYearsMax,AnnualSalaryINR,RequiredSkills,OptionalSkills,EducationRequired,JobType,PostingSource,DatePosted,IsRemote,IsActive,PostingYear,PostingMonth,PostingMonthName,PostingYearMonth,DaysOld,SalaryBand,ExperienceBracket
JOB07063,Data Analyst,Hcl Technologies,FAANG/Big Tech,Healthtech,Bangalore,Mid Level (2-5 Yrs),2,5,610000,SQL|Google Analytics|Excel,Data Visualization|Looker|Python|Tableau,M.Sc (Data Science),Contract,AngelList,2025-08-06,0,1,2025,8,Aug,2025-08,251,₹5–10L,Mid (3-6yrs)
JOB07064,Research Scientist,Wipro,Startups,Manufacturing,Bangalore,Entry Level (0-2 Yrs),0,2,2190000,Mathematics|Python|Deep Learning,Research Papers|Publications|NLP|TensorFlow,B.Sc (CS/IT),Full-Time,Naukri,2025-05-29,0,0,2025,5,May,2025-05,320,₹20–30L,Fresher (0-1yr)
JOB07065,Data Scientist,Idc,Analytics Firms,Real Estate,Hyderabad,Senior Level (5-8 Yrs),5,8,2520000,Python|R|Machine Learning|TensorFlow,Scikit-learn|SQL|NLP,MBA,Full-Time,Glassdoor,2025-05-10,0,1,2025,5,May,2025-05,339,₹20–30L,Senior (6-10yrs)
JOB07066,Ai Engineer,Tcs,Startups,Media & Entertainment,Mumbai,Lead/Principal (8+ Yrs),8,15,3590000,Prompt Engineering|FastAPI|NLP|RAG|Fine-tuning,Python|LangChain,BCA,Internship,LinkedIn,2025-08-12,0,1,2025,8,Aug,2025-08,245,₹30L+,Principal (10+yrs)
JOB07067,Machine Learning Engineer,Bridgei2I,Indian IT,Retail,Bangalore,Senior Level (5-8 Yrs),5,8,1780000,Model Deployment|TensorFlow|Python,AWS|Docker|Feature Engineering|PyTorch,BBA + Certification,Internship,Naukri,2025-10-25,0,1,2025,10,Oct,2025-10,171,₹15–20L,Senior (6-10yrs)
JOB07068,Data Analyst,Tiger Analytics,Indian IT,Telecom,Bangalore,Lead/Principal (8+ Yrs),8,15,1780000,Looker|Tableau|Excel,Power BI|SQL|Data Visualization|Google Analytics,PhD,Internship,IIMJobs,2026-04-14,0,1,2026,4,Apr,2026-04,0,₹15–20L,Principal (10+yrs)
JOB07069,Quantitative Analyst,Slice,FAANG/Big Tech,Real Estate,Hyderabad,Entry Level (0-2 Yrs),0,2,840000,R|Statistics|SQL|Python|VBA,Risk Analysis|Excel,PhD,Contract,AngelList,2025-12-09,0,1,2025,12,Dec,2025-12,126,₹5–10L,Fresher (0-1yr)
JOB07070,Computer Vision Engineer,Fractal Analytics,Indian IT,Fintech,Delhi Ncr,Mid Level (2-5 Yrs),2,5,2380000,NumPy|CNN|Deep Learning|PyTorch|Python,TensorFlow|OpenCV|Object Detection|YOLO,PhD,Internship,IIMJobs,2026-02-19,1,1,2026,2,Feb,2026-02,54,₹20–30L,Mid (3-6yrs)
JOB07071,Data Analyst,Cognizant,Startups,Gaming,Bangalore,Mid Level (2-5 Yrs),2,5,970000,Tableau|Power BI|Statistics,Looker|Excel|Data Visualization,MBA,Internship,IIMJobs,2025-07-09,0,1,2025,7,Jul,2025-07,279,₹5–10L,Mid (3-6yrs)
JOB07072,Data Engineer,Salesforce,Product,Fintech,Hyderabad,Senior Level (5-8 Yrs),5,8,2890000,dbt|Apache Spark|Airflow,ETL Pipelines|Kafka|AWS,MCA,Full-Time,Naukri,2025-08-15,0,0,2025,8,Aug,2025-08,242,₹20–30L,Senior (6-10yrs)
JOB07073,Bi Developer,Ltimindtree,Product,Healthtech,Bangalore,Mid Level (2-5 Yrs),2,5,520000,Excel|Python|Looker|Power BI|Data Modeling,SQL|ETL|Tableau,MCA,Full-Time,Indeed,2025-07-09,1,1,2025,7,Jul,2025-07,279,₹5–10L,Mid (3-6yrs)
JOB07074,Ai Engineer,Infosys,Product,E-Commerce,Mumbai,Senior Level (5-8 Yrs),5,8,3090000,Fine-tuning|LangChain|Python|Prompt Engineering|LLMs,OpenAI API|FastAPI|NLP,M.Sc (Data Science),Full-Time,IIMJobs,2025-10-19,0,1,2025,10,Oct,2025-10,177,₹30L+,Senior (6-10yrs)
JOB07075,Quantitative Analyst,Mphasis,Analytics Firms,Bfsi,Hyderabad,Entry Level (0-2 Yrs),0,2,1480000,Python|VBA|Statistics,MATLAB|R,MCA,Contract,IIMJobs,2025-11-16,0,1,2025,11,Nov,2025-11,149,₹10–15L,Fresher (0-1yr)
JOB07076,Data Scientist,Absolutdata,Indian IT,E-Commerce,Bangalore,Lead/Principal (8+ Yrs),8,15,2740000,Scikit-learn|Statistics|R,SQL|NLP|Deep Learning,PhD,Contract,AngelList,2025-10-09,0,1,2025,10,Oct,2025-10,187,₹20–30L,Principal (10+yrs)
JOB07077,Machine Learning Engineer,Latentview,Product,Gaming,Hyderabad,Entry Level (0-2 Yrs),0,2,860000,PyTorch|MLOps|Kubernetes,Model Deployment|TensorFlow|Docker|GCP,BCA,Internship,Instahyre,2025-05-25,0,1,2025,5,May,2025-05,324,₹5–10L,Fresher (0-1yr)
JOB07079,Business Analyst,Slice,Startups,Retail,Delhi Ncr,Mid Level (2-5 Yrs),2,5,630000,Agile|JIRA|Excel|Requirements Gathering|Stakeholder Management,Power BI|Visio|SQL,MCA,Internship,IIMJobs,2025-10-11,0,0,2025,10,Oct,2025-10,185,₹5–10L,Mid (3-6yrs)
JOB07080,Data Engineer,Juspay,Startups,E-Commerce,Mumbai,Entry Level (0-2 Yrs),0,2,650000,Apache Spark|ETL Pipelines|Kafka|BigQuery|Airflow,AWS|Python|Snowflake,PhD,Contract,AngelList,2025-04-27,0,1,2025,4,Apr,2025-04,352,₹5–10L,Fresher (0-1yr)
JOB07081,Business Analyst,Mphasis,Startups,Govtech,Hyderabad,Senior Level (5-8 Yrs),5,8,1440000,Agile|Stakeholder Management|JIRA|Visio,Tableau|SQL,M.Tech/M.E.,Full-Time,Glassdoor,2025-04-25,1,1,2025,4,Apr,2025-04,354,₹10–15L,Senior (6-10yrs)
JOB07082,Machine Learning Engineer,Musigma,Product,Bfsi,Pune,Mid Level (2-5 Yrs),2,5,2320000,GCP|TensorFlow|Kubernetes|Python|PyTorch,AWS|Model Deployment|MLOps,BBA + Certification,Full-Time,Company Website,2026-03-14,0,1,2026,3,Mar,2026-03,31,₹20–30L,Mid (3-6yrs)
JOB07083,Data Scientist,Ibm,Indian IT,E-Commerce,Hyderabad,Mid Level (2-5 Yrs),2,5,1970000,NLP|Python|SQL|Scikit-learn|Statistics,Deep Learning|TensorFlow|R,M.Tech/M.E.,Full-Time,Indeed,2025-11-11,0,1,2025,11,Nov,2025-11,154,₹15–20L,Mid (3-6yrs)
JOB07084,Business Analyst,Latentview,Indian IT,Real Estate,Bangalore,Mid Level (2-5 Yrs),2,5,960000,Requirements Gathering|Agile|SQL|Excel,Stakeholder Management|Visio,M.Sc (Data Science),Full-Time,Company Website,2025-09-14,0,1,2025,9,Sep,2025-09,212,₹5–10L,Mid (3-6yrs)
JOB07085,Data Engineer,Deloitte,FAANG/Big Tech,E-Commerce,Chennai,Lead/Principal (8+ Yrs),8,15,2200000,dbt|ETL Pipelines|AWS,Kafka|Apache Spark|Airflow,B.Tech/B.E.,Full-Time,Instahyre,2025-07-29,0,1,2025,7,Jul,2025-07,259,₹20–30L,Principal (10+yrs)
JOB07086,Nlp Engineer,Bain,FAANG/Big Tech,E-Commerce,Pune,Mid Level (2-5 Yrs),2,5,2010000,NLP|TensorFlow|Python|Transformers|NLTK,HuggingFace|Text Classification,MBA,Internship,Instahyre,2025-08-24,0,0,2025,8,Aug,2025-08,233,₹20–30L,Mid (3-6yrs)
JOB07087,Bi Developer,Bain,Indian IT,Edtech,Bangalore,Lead/Principal (8+ Yrs),8,15,1260000,Power BI|SSRS|ETL,Looker|Python|Data Modeling|Tableau,M.Tech/M.E.,Full-Time,AngelList,2026-04-05,0,1,2026,4,Apr,2026-04,9,₹10–15L,Principal (10+yrs)
JOB07088,Data Scientist,Tiger Analytics,Product,Bfsi,Bangalore,Senior Level (5-8 Yrs),5,8,2980000,NLP|Statistics|R|Python|TensorFlow,SQL|PyTorch,B.Tech/B.E.,Full-Time,Glassdoor,2025-04-20,0,1,2025,4,Apr,2025-04,359,₹20–30L,Senior (6-10yrs)
JOB07089,Computer Vision Engineer,Tiger Analytics,Indian IT,E-Commerce,Bangalore,Lead/Principal (8+ Yrs),8,15,2310000,CNN|PyTorch|TensorFlow|Object Detection|Deep Learning,NumPy|Image Segmentation|OpenCV|YOLO,M.Sc (Statistics),Full-Time,AngelList,2025-04-23,0,1,2025,4,Apr,2025-04,356,₹20–30L,Principal (10+yrs)
JOB07090,Research Scientist,Salesforce,Consulting,Logistics,Bangalore,Entry Level (0-2 Yrs),0,2,1210000,Statistics|Deep Learning|NLP,Publications|TensorFlow,BCA,Full-Time,Glassdoor,2026-03-25,0,1,2026,3,Mar,2026-03,20,₹10–15L,Fresher (0-1yr)
JOB07091,Data Scientist,Swiggy,Startups,Fintech,Bangalore,Senior Level (5-8 Yrs),5,8,3030000,NLP|Statistics|SQL,TensorFlow|R|Machine Learning|Python,MBA,Full-Time,AngelList,2025-10-25,0,0,2025,10,Oct,2025-10,171,₹30L+,Senior (6-10yrs)
JOB07092,Data Analyst,Absolutdata,Indian IT,It Services,Pune,Mid Level (2-5 Yrs),2,5,830000,Google Analytics|Statistics|Data Visualization|Python|R,SQL|Power BI|Tableau,MBA,Full-Time,Company Website,2025-09-29,1,1,2025,9,Sep,2025-09,197,₹5–10L,Mid (3-6yrs)
JOB07093,Data Analyst,Bigbasket,Indian IT,Healthtech,Bangalore,Senior Level (5-8 Yrs),5,8,780000,Power BI|Data Visualization|Python,Statistics|Tableau|R,B.Sc (CS/IT),Internship,Naukri,2025-07-18,0,1,2025,7,Jul,2025-07,270,₹5–10L,Senior (6-10yrs)
JOB07094,Ai Engineer,Urban Company,Indian IT,Bfsi,Bangalore,Entry Level (0-2 Yrs),0,2,1300000,FastAPI|Python|Vector Databases|LangChain|OpenAI API,NLP|Fine-tuning|RAG|LLMs,B.Sc (CS/IT),Contract,Indeed,2026-01-23,0,1,2026,1,Jan,2026-01,81,₹10–15L,Fresher (0-1yr)
JOB07095,Data Engineer,Slice,FAANG/Big Tech,Manufacturing,Chennai,Senior Level (5-8 Yrs),5,8,3050000,ETL Pipelines|dbt|AWS,Snowflake|Airflow|Apache Spark,BCA,Internship,AngelList,2025-08-23,0,1,2025,8,Aug,2025-08,234,₹30L+,Senior (6-10yrs)
JOB07096,Data Scientist,Oracle,Product,Manufacturing,Hyderabad,Senior Level (5-8 Yrs),5,8,2050000,Python|NLP|PyTorch|R|Scikit-learn,Deep Learning|Statistics|SQL|Machine Learning,BCA,Internship,Indeed,2025-04-26,0,1,2025,4,Apr,2025-04,353,₹20–30L,Senior (6-10yrs)
JOB07097,Research Scientist,Mphasis,FAANG/Big Tech,Real Estate,Mumbai,Entry Level (0-2 Yrs),0,2,2550000,Statistics|Mathematics|Publications,Python|TensorFlow,M.Sc (Statistics),Full-Time,LinkedIn,2025-06-04,0,0,2025,6,Jun,2025-06,314,₹20–30L,Fresher (0-1yr)
JOB07098,Computer Vision Engineer,Capgemini,Product,Logistics,Hyderabad,Entry Level (0-2 Yrs),0,2,1440000,Object Detection|CNN|TensorFlow,OpenCV|PyTorch|Deep Learning|Python,BCA,Full-Time,IIMJobs,2025-12-20,0,1,2025,12,Dec,2025-12,115,₹10–15L,Fresher (0-1yr)
JOB07099,Mlops Engineer,Ltimindtree,Indian IT,Real Estate,Chennai,Entry Level (0-2 Yrs),0,2,1020000,Python|Model Monitoring|Kubernetes|MLflow|CI/CD,AWS|Docker|GCP,BCA,Full-Time,LinkedIn,2026-02-22,0,1,2026,2,Feb,2026-02,51,₹10–15L,Fresher (0-1yr)
JOB07100,Data Analyst,Cars24,Startups,Media & Entertainment,Delhi Ncr,Mid Level (2-5 Yrs),2,5,460000,Statistics|Looker|R|Data Visualization|Excel,Power BI|Google Analytics|Tableau|Python,MCA,Contract,LinkedIn,2025-06-26,0,1,2025,6,Jun,2025-06,292,₹0–5L,Mid (3-6yrs)
JOB07101,Data Analyst,Setu,FAANG/Big Tech,E-Commerce,Bangalore,Mid Level (2-5 Yrs),2,5,1100000,Tableau|Looker|Power BI|Python,Statistics|R,B.Sc (CS/IT),Full-Time,Instahyre,2025-09-18,0,1,2025,9,Sep,2025-09,208,₹10–15L,Mid (3-6yrs)
JOB07102,Quantitative Analyst,Tcs,FAANG/Big Tech,Fintech,Bangalore,Senior Level (5-8 Yrs),5,8,3790000,Risk Analysis|VBA|MATLAB|Excel|Python,R|SQL,B.Sc (CS/IT),Full-Time,Glassdoor,2025-08-09,0,1,2025,8,Aug,2025-08,248,₹30L+,Senior (6-10yrs)
JOB07103,Business Analyst,Tech Mahindra,Startups,Govtech,Pune,Mid Level (2-5 Yrs),2,5,980000,Power BI|Stakeholder Management|SQL,Visio|Agile|Requirements Gathering|JIRA,BCA,Full-Time,IIMJobs,2025-07-13,0,1,2025,7,Jul,2025-07,275,₹5–10L,Mid (3-6yrs)
JOB07104,Data Scientist,Infosys,Indian IT,Healthtech,Remote,Entry Level (0-2 Yrs),0,2,560000,R|SQL|PyTorch|Deep Learning|NLP,Machine Learning|Statistics|Scikit-learn,M.Sc (Data Science),Internship,Instahyre,2025-09-27,1,1,2025,9,Sep,2025-09,199,₹5–10L,Fresher (0-1yr)
JOB07105,Bi Developer,Wipro,Product,Telecom,Pune,Mid Level (2-5 Yrs),2,5,720000,Power BI|SSRS|SQL,Tableau|ETL,MBA,Full-Time,Instahyre,2026-01-01,0,1,2026,1,Jan,2026-01,103,₹5–10L,Mid (3-6yrs)
JOB07106,Data Engineer,Zepto,Indian IT,Real Estate,Bangalore,Entry Level (0-2 Yrs),0,2,570000,AWS|Python|ETL Pipelines|Apache Spark|Snowflake,BigQuery|Kafka,M.Sc (Statistics),Contract,LinkedIn,2025-09-15,1,0,2025,9,Sep,2025-09,211,₹5–10L,Fresher (0-1yr)
JOB07107,Computer Vision Engineer,Juspay,Indian IT,Bfsi,Pune,Senior Level (5-8 Yrs),5,8,1440000,Image Segmentation|YOLO|Python,OpenCV|NumPy,BCA,Full-Time,Naukri,2026-01-28,0,0,2026,1,Jan,2026-01,76,₹10–15L,Senior (6-10yrs)
JOB07108,Ai Engineer,Slice,Consulting,Healthtech,Bangalore,Senior Level (5-8 Yrs),5,8,3060000,LangChain|Fine-tuning|LLMs,Vector Databases|Python,BBA + Certification,Internship,Naukri,2025-06-09,0,1,2025,6,Jun,2025-06,309,₹30L+,Senior (6-10yrs)
JOB07109,Mlops Engineer,Zepto,FAANG/Big Tech,Media & Entertainment,Bangalore,Mid Level (2-5 Yrs),2,5,1470000,MLflow|CI/CD|GCP|Terraform|Docker,Model Monitoring|Airflow,MBA,Full-Time,Naukri,2025-11-08,0,1,2025,11,Nov,2025-11,157,₹10–15L,Mid (3-6yrs)
JOB07110,Computer Vision Engineer,Accenture India,Consulting,Bfsi,Delhi Ncr,Senior Level (5-8 Yrs),5,8,2250000,TensorFlow|Image Segmentation|Deep Learning,NumPy|Object Detection|CNN,PhD,Full-Time,AngelList,2025-09-23,0,1,2025,9,Sep,2025-09,203,₹20–30L,Senior (6-10yrs)
JOB07111,Machine Learning Engineer,Google,FAANG/Big Tech,Govtech,Bangalore,Mid Level (2-5 Yrs),2,5,1400000,Python|Model Deployment|PyTorch|Feature Engineering|GCP,Docker|Kubernetes|TensorFlow,B.Sc (CS/IT),Contract,LinkedIn,2025-10-30,0,1,2025,10,Oct,2025-10,166,₹10–15L,Mid (3-6yrs)
JOB07112,Ai Engineer,Pwc,Product,Gaming,Hyderabad,Lead/Principal (8+ Yrs),8,15,3970000,FastAPI|OpenAI API|LangChain|LLMs|Python,Vector Databases|Fine-tuning|Prompt Engineering,M.Sc (Statistics),Full-Time,Glassdoor,2025-09-18,1,1,2025,9,Sep,2025-09,208,₹30L+,Principal (10+yrs)
JOB07113,Data Scientist,Phonepe,Consulting,Retail,Mumbai,Entry Level (0-2 Yrs),0,2,790000,NLP|R|Statistics|TensorFlow|PyTorch,Machine Learning|Scikit-learn|Deep Learning|Python,M.Sc (Data Science),Full-Time,Company Website,2026-01-18,1,1,2026,1,Jan,2026-01,86,₹5–10L,Fresher (0-1yr)
JOB07114,Ai Engineer,Urban Company,Consulting,Fintech,Hyderabad,Lead/Principal (8+ Yrs),8,15,3810000,Fine-tuning|Vector Databases|RAG|Prompt Engineering,LangChain|OpenAI API|FastAPI,PhD,Internship,Glassdoor,2025-12-27,0,1,2025,12,Dec,2025-12,108,₹30L+,Principal (10+yrs)
JOB07115,Quantitative Analyst,Kpmg,Indian IT,Saas,Kolkata,Entry Level (0-2 Yrs),0,2,1710000,Risk Analysis|R|Excel|Financial Modeling|Monte Carlo Simulation,Statistics|MATLAB|SQL,B.Tech/B.E.,Internship,IIMJobs,2025-05-23,0,1,2025,5,May,2025-05,326,₹15–20L,Fresher (0-1yr)
JOB07116,Data Scientist,Wipro,FAANG/Big Tech,It Services,Remote,Senior Level (5-8 Yrs),5,8,1990000,Python|NLP|Machine Learning,SQL|R,B.Sc (CS/IT),Full-Time,Indeed,2026-04-08,1,1,2026,4,Apr,2026-04,6,₹15–20L,Senior (6-10yrs)
JOB07117,Data Analyst,Manthan,Consulting,Real Estate,Mumbai,Mid Level (2-5 Yrs),2,5,980000,Power BI|Tableau|Google Analytics,Looker|SQL|Data Visualization|Excel,M.Sc (Statistics),Internship,Instahyre,2025-05-19,0,1,2025,5,May,2025-05,330,₹5–10L,Mid (3-6yrs)
JOB07118,Data Scientist,Microsoft,FAANG/Big Tech,Real Estate,Pune,Mid Level (2-5 Yrs),2,5,1370000,TensorFlow|Scikit-learn|Machine Learning|SQL|Statistics,NLP|R|Python,MCA,Full-Time,IIMJobs,2025-12-28,0,0,2025,12,Dec,2025-12,107,₹10–15L,Mid (3-6yrs)
JOB07119,Data Analyst,Zepto,FAANG/Big Tech,Healthtech,Kolkata,Mid Level (2-5 Yrs),2,5,430000,Python|SQL|R|Data Visualization|Tableau,Power BI|Excel|Statistics|Google Analytics,B.Sc (CS/IT),Full-Time,AngelList,2025-09-03,0,0,2025,9,Sep,2025-09,223,₹0–5L,Mid (3-6yrs)
JOB07120,Mlops Engineer,Tech Mahindra,Analytics Firms,Real Estate,Mumbai,Mid Level (2-5 Yrs),2,5,1600000,AWS|Model Monitoring|CI/CD,Docker|Python,B.Tech/B.E.,Full-Time,Glassdoor,2025-05-17,0,0,2025,5,May,2025-05,332,₹15–20L,Mid (3-6yrs)
JOB07121,Data Engineer,Microsoft,Consulting,Fintech,Pune,Mid Level (2-5 Yrs),2,5,820000,AWS|Kafka|dbt|BigQuery,Apache Spark|Airflow,M.Tech/M.E.,Internship,LinkedIn,2026-03-30,0,0,2026,3,Mar,2026-03,15,₹5–10L,Mid (3-6yrs)
JOB07122,Data Analyst,Phonepe,FAANG/Big Tech,Telecom,Chennai,Mid Level (2-5 Yrs),2,5,920000,Data Visualization|Python|Power BI|Google Analytics|Tableau,Statistics|Excel,BCA,Internship,Indeed,2026-03-21,0,0,2026,3,Mar,2026-03,24,₹5–10L,Mid (3-6yrs)
JOB07123,Machine Learning Engineer,Absolutdata,Analytics Firms,Real Estate,Delhi Ncr,Senior Level (5-8 Yrs),5,8,1350000,Kubernetes|Docker|AWS|PyTorch,GCP|MLOps|TensorFlow|Feature Engineering,BBA + Certification,Full-Time,Instahyre,2026-04-05,0,1,2026,4,Apr,2026-04,9,₹10–15L,Senior (6-10yrs)
JOB07124,Data Scientist,Setu,Startups,Retail,Pune,Senior Level (5-8 Yrs),5,8,3080000,Statistics|SQL|R|Scikit-learn,NLP|PyTorch|Deep Learning|TensorFlow,MBA,Full-Time,Indeed,2025-12-09,0,1,2025,12,Dec,2025-12,126,₹30L+,Senior (6-10yrs)
JOB07125,Data Engineer,Apple,FAANG/Big Tech,Edtech,Bangalore,Mid Level (2-5 Yrs),2,5,1730000,Kafka|Python|Airflow|Apache Spark,SQL|dbt,MBA,Full-Time,Instahyre,2025-09-04,0,1,2025,9,Sep,2025-09,222,₹15–20L,Mid (3-6yrs)
JOB07126,Business Analyst,Phonepe,Product,Bfsi,Bangalore,Mid Level (2-5 Yrs),2,5,360000,Power BI|Stakeholder Management|Agile,Visio|Requirements Gathering|SQL,PhD,Internship,Instahyre,2026-04-08,0,1,2026,4,Apr,2026-04,6,₹0–5L,Mid (3-6yrs)
JOB07127,Machine Learning Engineer,Exl Analytics,Startups,E-Commerce,Delhi Ncr,Entry Level (0-2 Yrs),0,2,1530000,PyTorch|Model Deployment|TensorFlow|AWS|GCP,Kubernetes|Python|MLOps|Docker,B.Sc (CS/IT),Full-Time,Naukri,2026-01-29,0,1,2026,1,Jan,2026-01,75,₹15–20L,Fresher (0-1yr)
JOB07128,Nlp Engineer,Groww,Consulting,Logistics,Bangalore,Mid Level (2-5 Yrs),2,5,1420000,HuggingFace|Transformers|NLTK|BERT,TensorFlow|NLP|Python|Text Classification,M.Sc (Data Science),Full-Time,Naukri,2025-11-11,0,0,2025,11,Nov,2025-11,154,₹10–15L,Mid (3-6yrs)
JOB07129,Data Scientist,Phonepe,FAANG/Big Tech,Edtech,Delhi Ncr,Senior Level (5-8 Yrs),5,8,3190000,Statistics|NLP|Machine Learning|Python|Deep Learning,R|Scikit-learn|SQL,BCA,Contract,Company Website,2026-01-15,0,1,2026,1,Jan,2026-01,89,₹30L+,Senior (6-10yrs)
JOB07130,Data Analyst,Adobe,Startups,It Services,Bangalore,Entry Level (0-2 Yrs),0,2,390000,Power BI|Excel|Tableau|Data Visualization|Python,R|Google Analytics|Statistics,B.Sc (CS/IT),Full-Time,Indeed,2026-03-19,0,1,2026,3,Mar,2026-03,26,₹0–5L,Fresher (0-1yr)
JOB07131,Data Analyst,Wipro,Startups,Bfsi,Delhi Ncr,Entry Level (0-2 Yrs),0,2,750000,Python|Excel|R|Tableau,Looker|Statistics,MBA,Internship,Indeed,2026-02-20,0,1,2026,2,Feb,2026-02,53,₹5–10L,Fresher (0-1yr)
JOB07132,Ai Engineer,Apple,Indian IT,It Services,Bangalore,Entry Level (0-2 Yrs),0,2,1260000,FastAPI|Fine-tuning|RAG,Python|Vector Databases|LangChain,M.Sc (Statistics),Full-Time,IIMJobs,2025-06-24,0,1,2025,6,Jun,2025-06,294,₹10–15L,Fresher (0-1yr)
JOB07133,Business Analyst,Kpmg,Product,Edtech,Hyderabad,Mid Level (2-5 Yrs),2,5,980000,JIRA|Requirements Gathering|Power BI,Process Mapping|Stakeholder Management|Agile|Tableau,PhD,Full-Time,Indeed,2025-12-14,0,1,2025,12,Dec,2025-12,121,₹5–10L,Mid (3-6yrs)
JOB07134,Business Analyst,Accenture India,FAANG/Big Tech,Media & Entertainment,Hyderabad,Mid Level (2-5 Yrs),2,5,1060000,Process Mapping|Visio|SQL,Agile|Tableau|JIRA|Requirements Gathering,BCA,Full-Time,Company Website,2025-07-06,0,1,2025,7,Jul,2025-07,282,₹10–15L,Mid (3-6yrs)
JOB07135,Data Analyst,Phonepe,Startups,Telecom,Mumbai,Entry Level (0-2 Yrs),0,2,440000,Looker|R|Data Visualization,Tableau|Python,M.Sc (Statistics),Internship,IIMJobs,2025-12-27,0,1,2025,12,Dec,2025-12,108,₹0–5L,Fresher (0-1yr)
JOB07136,Nlp Engineer,Setu,Product,Gaming,Hyderabad,Mid Level (2-5 Yrs),2,5,2080000,Named Entity Recognition|HuggingFace|Transformers|BERT|TensorFlow,spaCy|NLP,MCA,Full-Time,Naukri,2025-05-20,1,1,2025,5,May,2025-05,329,₹20–30L,Mid (3-6yrs)
JOB07137,Machine Learning Engineer,Google,Startups,Healthtech,Bangalore,Senior Level (5-8 Yrs),5,8,2290000,PyTorch|Feature Engineering|AWS|Kubernetes|MLOps,GCP|Python|TensorFlow,PhD,Contract,Glassdoor,2025-11-11,0,1,2025,11,Nov,2025-11,154,₹20–30L,Senior (6-10yrs)
JOB07138,Quantitative Analyst,Bigbasket,Consulting,Fintech,Bangalore,Lead/Principal (8+ Yrs),8,15,1940000,Statistics|MATLAB|VBA|R,Python|Financial Modeling|Risk Analysis,B.Sc (CS/IT),Full-Time,Instahyre,2025-12-04,0,1,2025,12,Dec,2025-12,131,₹15–20L,Principal (10+yrs)
JOB07139,Mlops Engineer,Cars24,Indian IT,Gaming,Pune,Lead/Principal (8+ Yrs),8,15,4260000,Airflow|Python|AWS|Docker,CI/CD|Model Monitoring,B.Tech/B.E.,Contract,Indeed,2026-02-16,1,1,2026,2,Feb,2026-02,57,₹30L+,Principal (10+yrs)
JOB07140,Machine Learning Engineer,Crayon Data,Startups,Govtech,Bangalore,Entry Level (0-2 Yrs),0,2,1500000,Model Deployment|MLOps|Python,AWS|Docker|PyTorch,M.Sc (Data Science),Full-Time,LinkedIn,2025-10-31,0,1,2025,10,Oct,2025-10,165,₹15–20L,Fresher (0-1yr)
JOB07141,Ai Engineer,Fractal Analytics,Startups,Manufacturing,Hyderabad,Entry Level (0-2 Yrs),0,2,930000,LangChain|Vector Databases|LLMs|FastAPI,Prompt Engineering|RAG,M.Sc (Data Science),Contract,Glassdoor,2025-10-24,0,0,2025,10,Oct,2025-10,172,₹5–10L,Fresher (0-1yr)
JOB07142,Mlops Engineer,Mphasis,Product,Gaming,Hyderabad,Mid Level (2-5 Yrs),2,5,1310000,Python|AWS|Docker,Model Monitoring|MLflow|CI/CD,MCA,Contract,IIMJobs,2025-07-08,0,1,2025,7,Jul,2025-07,280,₹10–15L,Mid (3-6yrs)
JOB07143,Business Analyst,Wipro,Indian IT,Healthtech,Bangalore,Mid Level (2-5 Yrs),2,5,800000,Stakeholder Management|JIRA|Tableau|Power BI,Excel|Agile|Visio,BBA + Certification,Full-Time,LinkedIn,2025-06-28,0,1,2025,6,Jun,2025-06,290,₹5–10L,Mid (3-6yrs)
JOB07144,Bi Developer,Musigma,Analytics Firms,Telecom,Mumbai,Mid Level (2-5 Yrs),2,5,890000,Data Modeling|DAX|Looker,SSRS|Tableau|ETL|Excel,M.Sc (Data Science),Contract,Indeed,2026-02-08,1,1,2026,2,Feb,2026-02,65,₹5–10L,Mid (3-6yrs)
JOB07145,Data Analyst,Infosys,Analytics Firms,Gaming,Hyderabad,Mid Level (2-5 Yrs),2,5,1100000,Excel|Google Analytics|Power BI|SQL|Looker,Data Visualization|R|Python|Tableau,MBA,Full-Time,Indeed,2025-05-02,1,1,2025,5,May,2025-05,347,₹10–15L,Mid (3-6yrs)
JOB07146,Bi Developer,Tcs,Analytics Firms,Logistics,Hyderabad,Mid Level (2-5 Yrs),2,5,680000,SSRS|Python|Looker|Excel,SQL|DAX|Tableau|Power BI,B.Sc (CS/IT),Full-Time,AngelList,2025-06-29,0,0,2025,6,Jun,2025-06,289,₹5–10L,Mid (3-6yrs)
JOB07147,Data Engineer,Hcl Technologies,Analytics Firms,Retail,Delhi Ncr,Entry Level (0-2 Yrs),0,2,1090000,Apache Spark|Snowflake|Kafka,ETL Pipelines|SQL|Python|BigQuery,B.Sc (CS/IT),Full-Time,Company Website,2025-05-17,0,0,2025,5,May,2025-05,332,₹10–15L,Fresher (0-1yr)
JOB07148,Machine Learning Engineer,Infosys,Indian IT,Retail,Bangalore,Mid Level (2-5 Yrs),2,5,1530000,GCP|Docker|PyTorch,Model Deployment|Python|Kubernetes,BCA,Contract,Naukri,2025-08-01,0,1,2025,8,Aug,2025-08,256,₹15–20L,Mid (3-6yrs)
